statinfo,unit,stk_flow,country,year,value
Annual value,"Current prices, million euro",Losses,Netherlands,2017,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2018,0.0
Annual value,"Current prices, million euro",Losses,Netherlands,2019,47.0
Annual value,"Current prices, million euro",Losses,Netherlands,2020,542.0
Annual value,"Current prices, million euro",Losses,Netherlands,2021,757.0
Annual value,"Current prices, million euro",Losses,Netherlands,2022,785.0
Annual value,"Current prices, million euro",Losses,Netherlands,2023,113.0
Annual value,"Current prices, million euro",Losses,Norway,1980,12.0
Annual value,"Current prices, million euro",Losses,Norway,1981,26.0
Annual value,"Current prices, million euro",Losses,Norway,1982,12.0
Annual value,"Current prices, million euro",Losses,Norway,1983,12.0
Annual value,"Current prices, million euro",Losses,Norway,1984,0.0
Annual value,"Current prices, million euro",Losses,Norway,1985,8.0
Annual value,"Current prices, million euro",Losses,Norway,1986,0.0
Annual value,"Current prices, million euro",Losses,Norway,1987,438.0
Annual value,"Current prices, million euro",Losses,Norway,1988,59.0
Annual value,"Current prices, million euro",Losses,Norway,1989,25.0
Annual value,"Current prices, million euro",Losses,Norway,1990,248.0
Annual value,"Current prices, million euro",Losses,Norway,1991,0.0
Annual value,"Current prices, million euro",Losses,Norway,1992,732.0
Annual value,"Current prices, million euro",Losses,Norway,1993,89.0
Annual value,"Current prices, million euro",Losses,Norway,1994,51.0
Annual value,"Current prices, million euro",Losses,Norway,1995,517.0
Annual value,"Current prices, million euro",Losses,Norway,1996,43.0
Annual value,"Current prices, million euro",Losses,Norway,1997,0.0
Annual value,"Current prices, million euro",Losses,Norway,1998,0.0
Annual value,"Current prices, million euro",Losses,Norway,1999,0.0
Annual value,"Current prices, million euro",Losses,Norway,2000,76.0
Annual value,"Current prices, million euro",Losses,Norway,2001,27.0
Annual value,"Current prices, million euro",Losses,Norway,2002,0.0
Annual value,"Current prices, million euro",Losses,Norway,2003,15.0
Annual value,"Current prices, million euro",Losses,Norway,2004,7.0
Annual value,"Current prices, million euro",Losses,Norway,2005,165.0
Annual value,"Current prices, million euro",Losses,Norway,2006,39.0
Annual value,"Current prices, million euro",Losses,Norway,2007,22.0
Annual value,"Current prices, million euro",Losses,Norway,2008,8.0
Annual value,"Current prices, million euro",Losses,Norway,2009,0.0
Annual value,"Current prices, million euro",Losses,Norway,2010,0.0
Annual value,"Current prices, million euro",Losses,Norway,2011,269.0
Annual value,"Current prices, million euro",Losses,Norway,2012,44.0
Annual value,"Current prices, million euro",Losses,Norway,2013,205.0
Annual value,"Current prices, million euro",Losses,Norway,2014,54.0
Annual value,"Current prices, million euro",Losses,Norway,2015,182.0
Annual value,"Current prices, million euro",Losses,Norway,2016,150.0
Annual value,"Current prices, million euro",Losses,Norway,2017,135.0
Annual value,"Current prices, million euro",Losses,Norway,2018,81.0
Annual value,"Current prices, million euro",Losses,Norway,2019,85.0
Annual value,"Current prices, million euro",Losses,Norway,2020,24.0
Annual value,"Current prices, million euro",Losses,Norway,2021,106.0
Annual value,"Current prices, million euro",Losses,Norway,2022,59.0
Annual value,"Current prices, million euro",Losses,Norway,2023,390.0
Annual value,"Current prices, million euro",Losses,Poland,1980,2910.0
Annual value,"Current prices, million euro",Losses,Poland,1981,0.0
Annual value,"Current prices, million euro",Losses,Poland,1982,824.0
Annual value,"Current prices, million euro",Losses,Poland,1983,308.0
Annual value,"Current prices, million euro",Losses,Poland,1984,0.0
Annual value,"Current prices, million euro",Losses,Poland,1985,1558.0
Annual value,"Current prices, million euro",Losses,Poland,1986,0.0
Annual value,"Current prices, million euro",Losses,Poland,1987,762.0
Annual value,"Current prices, million euro",Losses,Poland,1988,0.0
Annual value,"Current prices, million euro",Losses,Poland,1989,0.0
Annual value,"Current prices, million euro",Losses,Poland,1990,298.0
Annual value,"Current prices, million euro",Losses,Poland,1991,22.0
Annual value,"Current prices, million euro",Losses,Poland,1992,0.0
Annual value,"Current prices, million euro",Losses,Poland,1993,0.0
Annual value,"Current prices, million euro",Losses,Poland,1994,2.0
Annual value,"Current prices, million euro",Losses,Poland,1995,4.0
Annual value,"Current prices, million euro",Losses,Poland,1996,0.0
Annual value,"Current prices, million euro",Losses,Poland,1997,6696.0
Annual value,"Current prices, million euro",Losses,Poland,1998,1.0
Annual value,"Current prices, million euro",Losses,Poland,1999,20.0
Annual value,"Current prices, million euro",Losses,Poland,2000,0.0
Annual value,"Current prices, million euro",Losses,Poland,2001,1379.0
Annual value,"Current prices, million euro",Losses,Poland,2002,0.0
Annual value,"Current prices, million euro",Losses,Poland,2003,574.0
Annual value,"Current prices, million euro",Losses,Poland,2004,308.0
Annual value,"Current prices, million euro",Losses,Poland,2005,0.0
Annual value,"Current prices, million euro",Losses,Poland,2006,1.0
Annual value,"Current prices, million euro",Losses,Poland,2007,109.0
Annual value,"Current prices, million euro",Losses,Poland,2008,100.0
Annual value,"Current prices, million euro",Losses,Poland,2009,109.0
Annual value,"Current prices, million euro",Losses,Poland,2010,3588.0
Annual value,"Current prices, million euro",Losses,Poland,2011,0.0
Annual value,"Current prices, million euro",Losses,Poland,2012,6.0
Annual value,"Current prices, million euro",Losses,Poland,2013,0.0
Annual value,"Current prices, million euro",Losses,Poland,2014,0.0
Annual value,"Current prices, million euro",Losses,Poland,2015,0.0
Annual value,"Current prices, million euro",Losses,Poland,2016,0.0
Annual value,"Current prices, million euro",Losses,Poland,2017,80.0
Annual value,"Current prices, million euro",Losses,Poland,2018,890.0
Annual value,"Current prices, million euro",Losses,Poland,2019,0.0
Annual value,"Current prices, million euro",Losses,Poland,2020,51.0
Annual value,"Current prices, million euro",Losses,Poland,2021,30.0
Annual value,"Current prices, million euro",Losses,Poland,2022,1.0
Annual value,"Current prices, million euro",Losses,Poland,2023,1.0
Annual value,"Current prices, million euro",Losses,Portugal,1980,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1981,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1982,2.0
Annual value,"Current prices, million euro",Losses,Portugal,1983,832.0
Annual value,"Current prices, million euro",Losses,Portugal,1984,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1985,390.0
Annual value,"Current prices, million euro",Losses,Portugal,1986,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1987,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1988,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1989,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1990,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1991,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1992,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1993,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1994,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1995,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1996,120.0
Annual value,"Current prices, million euro",Losses,Portugal,1997,57.0
Annual value,"Current prices, million euro",Losses,Portugal,1998,0.0
Annual value,"Current prices, million euro",Losses,Portugal,1999,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2000,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2001,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2002,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2003,4752.0
Annual value,"Current prices, million euro",Losses,Portugal,2004,1600.0
Annual value,"Current prices, million euro",Losses,Portugal,2005,1921.0
Annual value,"Current prices, million euro",Losses,Portugal,2006,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2007,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2008,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2009,42.0
Annual value,"Current prices, million euro",Losses,Portugal,2010,1558.0
Annual value,"Current prices, million euro",Losses,Portugal,2011,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2012,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2013,723.0
Annual value,"Current prices, million euro",Losses,Portugal,2014,0.0
Annual value,"Current prices, million euro",Losses,Portugal,2015,7.0
Annual value,"Current prices, million euro",Losses,Portugal,2016,276.0
Annual value,"Current prices, million euro",Losses,Portugal,2017,2266.0
Annual value,"Current prices, million euro",Losses,Portugal,2018,180.0
Annual value,"Current prices, million euro",Losses,Portugal,2019,607.0
Annual value,"Current prices, million euro",Losses,Portugal,2020,101.0
Annual value,"Current prices, million euro",Losses,Portugal,2021,3.0
Annual value,"Current prices, million euro",Losses,Portugal,2022,1190.0
Annual value,"Current prices, million euro",Losses,Portugal,2023,42.0
Annual value,"Current prices, million euro",Losses,Romania,1980,0.0
Annual value,"Current prices, million euro",Losses,Romania,1981,0.0
Annual value,"Current prices, million euro",Losses,Romania,1982,0.0
Annual value,"Current prices, million euro",Losses,Romania,1983,0.0
Annual value,"Current prices, million euro",Losses,Romania,1984,0.0
Annual value,"Current prices, million euro",Losses,Romania,1985,0.0
Annual value,"Current prices, million euro",Losses,Romania,1986,0.0
Annual value,"Current prices, million euro",Losses,Romania,1987,0.0
Annual value,"Current prices, million euro",Losses,Romania,1988,0.0
Annual value,"Current prices, million euro",Losses,Romania,1989,0.0
Annual value,"Current prices, million euro",Losses,Romania,1990,0.0
Annual value,"Current prices, million euro",Losses,Romania,1991,388.0
Annual value,"Current prices, million euro",Losses,Romania,1992,0.0
Annual value,"Current prices, million euro",Losses,Romania,1993,0.0
Annual value,"Current prices, million euro",Losses,Romania,1994,13.0
Annual value,"Current prices, million euro",Losses,Romania,1995,46.0
Annual value,"Current prices, million euro",Losses,Romania,1996,0.0
Annual value,"Current prices, million euro",Losses,Romania,1997,456.0
Annual value,"Current prices, million euro",Losses,Romania,1998,502.0
Annual value,"Current prices, million euro",Losses,Romania,1999,983.0
Annual value,"Current prices, million euro",Losses,Romania,2000,3228.0
Annual value,"Current prices, million euro",Losses,Romania,2001,824.0
Annual value,"Current prices, million euro",Losses,Romania,2002,1.0
Annual value,"Current prices, million euro",Losses,Romania,2003,1206.0
Annual value,"Current prices, million euro",Losses,Romania,2004,97.0
Annual value,"Current prices, million euro",Losses,Romania,2005,3405.0
Annual value,"Current prices, million euro",Losses,Romania,2006,139.0
Annual value,"Current prices, million euro",Losses,Romania,2007,0.0
Annual value,"Current prices, million euro",Losses,Romania,2008,629.0
Annual value,"Current prices, million euro",Losses,Romania,2009,0.0
Annual value,"Current prices, million euro",Losses,Romania,2010,1505.0
Annual value,"Current prices, million euro",Losses,Romania,2011,0.0
Annual value,"Current prices, million euro",Losses,Romania,2012,31.0
Annual value,"Current prices, million euro",Losses,Romania,2013,13.0
Annual value,"Current prices, million euro",Losses,Romania,2014,609.0
Annual value,"Current prices, million euro",Losses,Romania,2015,3682.0
Annual value,"Current prices, million euro",Losses,Romania,2016,0.0
Annual value,"Current prices, million euro",Losses,Romania,2017,41.0
Annual value,"Current prices, million euro",Losses,Romania,2018,150.0
Annual value,"Current prices, million euro",Losses,Romania,2019,0.0
Annual value,"Current prices, million euro",Losses,Romania,2020,485.0
Annual value,"Current prices, million euro",Losses,Romania,2021,32.0
Annual value,"Current prices, million euro",Losses,Romania,2022,1147.0
Annual value,"Current prices, million euro",Losses,Romania,2023,16.0
Annual value,"Current prices, million euro",Losses,Sweden,1980,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1981,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1982,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1983,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1984,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1985,10.0
Annual value,"Current prices, million euro",Losses,Sweden,1986,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1987,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1988,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1989,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1990,11.0
Annual value,"Current prices, million euro",Losses,Sweden,1991,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1992,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1993,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1994,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1995,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1996,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1997,5.0
Annual value,"Current prices, million euro",Losses,Sweden,1998,0.0
Annual value,"Current prices, million euro",Losses,Sweden,1999,205.0
Annual value,"Current prices, million euro",Losses,Sweden,2000,11.0
Annual value,"Current prices, million euro",Losses,Sweden,2001,0.0
Annual value,"Current prices, million euro",Losses,Sweden,2002,1.0
Annual value,"Current prices, million euro",Losses,Sweden,2003,0.0
Annual value,"Current prices, million euro",Losses,Sweden,2004,14.0
